movie_id,title,ranking,release_year,length,rating,vote_count,certificate,description
tt8503618,Hamilton,127,2020,2:40:00,8.3,121559,PG-13,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
tt5074352,Dangal,128,2016,2:41:00,8.3,218882,Not Rated,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas."
tt0993846,The Wolf of Wall Street,129,2013,3:00:00,8.2,1638857,R,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
tt0372784,Batman Begins,130,2005,2:20:00,8.2,1616242,PG-13,"After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city."
tt0059578,For a Few Dollars More,131,1965,2:12:00,8.2,282194,R,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.
tt6966692,Green Book,132,2018,2:10:00,8.2,607494,PG-13,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
tt0053291,Some Like It Hot,133,1959,2:01:00,8.2,289313,Approved,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
tt0120382,The Truman Show,134,1998,1:43:00,8.2,1241681,PG,An insurance salesman discovers his whole life is actually a reality TV show.
tt0055031,Judgment at Nuremberg,135,1961,2:59:00,8.3,88317,Approved,"Fictionalized depiction of the 1947 Judges' Trial, the third of twelve trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions."
tt0012349,The Kid,136,1921,1:08:00,8.2,138429,Passed,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
tt10272386,The Father,137,2020,1:37:00,8.2,204162,PG-13,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
tt1130884,Shutter Island,138,2010,2:18:00,8.2,1508312,R,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.
tt0042192,All About Eve,139,1950,2:18:00,8.2,141916,Approved,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
tt0469494,There Will Be Blood,140,2007,2:38:00,8.2,656641,R,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
tt0107290,Jurassic Park,141,1993,2:07:00,8.2,1095585,PG-13,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger."
tt0112641,Casino,142,1995,2:58:00,8.2,579072,R,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite."
tt1745960,Top Gun: Maverick,143,2022,2:10:00,8.2,743462,PG-13,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission."
tt0167404,The Sixth Sense,144,1999,1:47:00,8.2,1079210,PG-13,A child psychologist starts treating a young boy with a disturbing secret.
tt0089881,Ran,145,1985,2:40:00,8.2,140030,R,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him."
tt0457430,Pan's Labyrinth,146,2006,1:58:00,8.2,715127,R,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks."
tt0477348,No Country for Old Men,147,2007,2:02:00,8.2,1093549,R,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.
tt0105695,Unforgiven,148,1992,2:10:00,8.2,445447,R,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.
tt0084787,The Thing,149,1982,1:49:00,8.2,485172,R,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
tt0268978,A Beautiful Mind,150,2001,2:15:00,8.2,1006699,PG-13,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery."
tt0266697,Kill Bill: Vol. 1,151,2003,1:51:00,8.2,1225481,R,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
tt0040897,The Treasure of the Sierra Madre,152,1948,2:06:00,8.2,135084,Approved,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
tt0055630,Yojimbo,153,1961,1:50:00,8.2,134836,Not Rated,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
tt29623480,The Wild Robot,154,2024,1:42:00,8.3,90801,PG,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."
tt1392214,Prisoners,155,2013,2:33:00,8.2,843142,R,"Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their street."
tt0266543,Finding Nemo,156,2003,1:40:00,8.2,1138841,G,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
tt0057115,The Great Escape,157,1963,2:52:00,8.2,264092,Approved,Allied prisoners of war plan for several hundred of their men to escape from a German camp during World War II.
tt0071853,Monty Python and the Holy Grail,158,1975,1:31:00,8.2,580083,PG,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
tt0347149,Howl's Moving Castle,159,2004,1:59:00,8.2,468430,PG,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
tt0080678,The Elephant Man,160,1980,2:04:00,8.2,264833,PG,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
tt0042876,Rashomon,161,1950,1:28:00,8.2,185629,Not Rated,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
tt0046912,Dial M for Murder,162,1954,1:45:00,8.2,193916,PG,A former tennis star arranges the murder of his adulterous wife.
tt0031381,Gone with the Wind,163,1939,3:58:00,8.2,340684,G,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.
tt0071315,Chinatown,164,1974,2:10:00,8.1,358559,R,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
tt1305806,The Secret in Their Eyes,165,2009,2:09:00,8.2,228089,R,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
tt0120735,"Lock, Stock and Two Smoking Barrels",166,1998,1:47:00,8.1,626909,R,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt."
tt2096673,Inside Out,167,2015,1:35:00,8.1,842591,PG,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
tt0434409,V for Vendetta,168,2005,2:12:00,8.1,1199634,R,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
tt16492678,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,169,2021,1:27:00,8.8,26724,No rating,Tanjiro ventures to the south-southeast where he encounters a cowardly young man named Zenitsu Agatsuma. He is a fellow survivor from Final Selection and his sparrow asks Tanjiro to help keep him in line.
tt5027774,"Three Billboards Outside Ebbing, Missouri",170,2017,1:55:00,8.1,569526,R,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
tt0081398,Raging Bull,171,1980,2:09:00,8.1,388802,R,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
tt4729430,Klaus,172,2019,1:36:00,8.2,198883,PG,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
tt0050212,The Bridge on the River Kwai,173,1957,2:41:00,8.1,238068,PG,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
tt0117951,Trainspotting,174,1996,1:33:00,8.1,739354,R,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
tt0264464,Catch Me If You Can,175,2002,2:21:00,8.1,1133306,PG-13,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
tt0116282,Fargo,176,1996,1:38:00,8.1,741104,R,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
tt1291584,Warrior,177,2011,2:20:00,8.1,506895,PG-13,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
tt10872600,Spider-Man: No Way Home,178,2021,2:28:00,8.2,918538,PG-13,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear."
tt1205489,Gran Torino,179,2008,1:56:00,8.1,828003,R,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
tt1201607,Harry Potter and the Deathly Hallows: Part 2,180,2011,2:10:00,8.1,974267,PG-13,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort."
tt0405159,Million Dollar Baby,181,2004,2:12:00,8.1,734661,PG-13,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond."
tt0096283,My Neighbor Totoro,182,1988,1:26:00,8.1,395279,G,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
tt1392190,Mad Max: Fury Road,183,2015,2:00:00,8.1,1140774,R,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max."
tt0052618,Ben-Hur,184,1959,3:32:00,8.1,258507,G,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge."
tt0118849,Children of Heaven,185,1997,1:29:00,8.2,83318,PG,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
tt0072684,Barry Lyndon,186,1975,3:05:00,8.1,188485,PG,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
tt2024544,12 Years a Slave,187,2013,2:14:00,8.1,753970,R,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
tt0083658,Blade Runner,188,1982,1:57:00,8.1,840167,R,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
tt0112471,Before Sunrise,189,1995,1:41:00,8.1,350142,R,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
tt2278388,The Grand Budapest Hotel,190,2014,1:39:00,8.1,908212,R,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge."
tt2119532,Hacksaw Ridge,191,2016,2:19:00,8.1,618353,R,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
tt0097165,Dead Poets Society,192,1989,2:08:00,8.1,571176,PG,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression."
tt2267998,Gone Girl,193,2014,2:29:00,8.1,1097350,R,The husband of a missing woman becomes the chief suspect in her disappearance.
tt0353969,Memories of Murder,194,2003,2:12:00,8.1,228847,Not Rated,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
tt26548265,Maharaja,195,2024,2:21:00,8.5,54979,No rating,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds."
tt0107207,In the Name of the Father,196,1993,2:13:00,8.1,192156,R,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them."
tt0015864,The Gold Rush,197,1925,1:35:00,8.1,121189,Approved,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
tt0198781,"Monsters, Inc.",198,2001,1:32:00,8.1,1006691,G,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
tt3011894,Wild Tales,199,2014,2:02:00,8.1,222942,R,Six short stories that explore the extremities of human behavior involving people in distress.
tt0382932,Ratatouille,200,2007,1:51:00,8.1,858965,G,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
tt0892769,How to Train Your Dragon,201,2010,1:38:00,8.1,823466,PG,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
tt0077416,The Deer Hunter,202,1978,3:03:00,8.1,369510,R,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
tt0073195,Jaws,203,1975,2:04:00,8.1,680620,PG,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
tt0017925,The General,204,1926,1:18:00,8.1,100499,Passed,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines."
tt0015324,Sherlock Jr.,205,1924,0:45:00,8.2,59456,Passed,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
tt0978762,Mary and Max,206,2009,1:32:00,8.1,191916,Not Rated,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome."
tt0047296,On the Waterfront,207,1954,1:48:00,8.1,168912,Approved,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
tt0046268,The Wages of Fear,208,1953,2:36:00,8.1,68454,Not Rated,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
tt1950186,Ford v Ferrari,209,2019,2:32:00,8.1,503205,PG-13,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
tt0031679,Mr. Smith Goes to Washington,210,1939,2:09:00,8.1,123731,Approved,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
tt0050986,Wild Strawberries,211,1957,1:32:00,8.1,117774,Not Rated,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
tt0041959,The Third Man,212,1949,1:33:00,8.1,186470,Approved,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
tt3315342,Logan,213,2017,2:17:00,8.1,870011,R,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
tt0075148,Rocky,214,1976,2:00:00,8.1,646456,PG,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
tt0046438,Tokyo Story,215,1953,2:16:00,8.1,71226,Not Rated,"An old couple visit their children and grandchildren in the city, but receive little attention."
tt0118715,The Big Lebowski,216,1998,1:57:00,8.1,877038,R,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
tt0050976,The Seventh Seal,217,1957,1:36:00,8.1,203601,Not Rated,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
tt1895587,Spotlight,218,2015,2:09:00,8.1,511006,R,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
tt3170832,Room,219,2015,1:58:00,8.1,460856,R,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside."
tt0088247,The Terminator,220,1984,1:47:00,8.1,947440,R,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.
tt0395169,Hotel Rwanda,221,2004,2:01:00,8.1,378697,PG-13,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
tt0091763,Platoon,222,1986,2:00:00,8.1,448197,R,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,223,2003,2:23:00,8.1,1240985,PG-13,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead."
tt0113247,La haine,224,1995,1:38:00,8.1,204706,Not Rated,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
tt0381681,Before Sunset,225,2004,1:20:00,8.1,295755,R,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
tt15097216,Jai Bhim,226,2021,2:44:00,8.7,222027,Approved,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice."
tt0036868,The Best Years of Our Lives,227,1946,2:50:00,8.1,72513,Approved,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
tt0019254,The Passion of Joan of Arc,228,1928,1:54:00,8.1,62772,Passed,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
tt0070047,The Exorcist,229,1973,2:02:00,8.1,468736,R,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life."
tt0032138,The Wizard of Oz,230,1939,1:42:00,8.1,439604,G,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."
tt0317705,The Incredibles,231,2004,1:55:00,8,834713,PG,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
tt1979320,Rush,232,2013,2:03:00,8.1,524843,R,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits."
tt0074958,Network,233,1976,2:01:00,8.1,174707,R,"A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control."
tt0092005,Stand by Me,234,1986,1:29:00,8.1,454135,R,A writer recounts a childhood journey with his friends to find the body of a missing boy.
tt1028532,Hachi: A Dog's Tale,235,2009,1:33:00,8.1,320431,G,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds."
tt0049902,A Man Escaped,236,1956,1:41:00,8.2,26591,Not Rated,A captured French Resistance fighter during World War II engineers a daunting escape from a German prison in France.
tt0059742,The Sound of Music,237,1965,2:52:00,8.1,268435,G,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
tt0476735,My Father and My Son,238,2005,1:52:00,8.2,95111,Not Rated,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
tt4016934,The Handmaiden,239,2016,2:25:00,8.1,181095,Not Rated,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her fortune."
tt0035446,To Be or Not to Be,240,1942,1:39:00,8.1,44931,Approved,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
tt0758758,Into the Wild,241,2007,2:28:00,8.1,669393,R,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness."
tt0058946,The Battle of Algiers,242,1966,2:01:00,8.1,67771,Not Rated,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
tt0129167,The Iron Giant,243,1999,1:26:00,8.1,236928,PG,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
tt0032551,The Grapes of Wrath,244,1940,2:09:00,8.1,102144,Approved,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
tt0107048,Groundhog Day,245,1993,1:41:00,8,701222,PG,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day."
tt0245712,Amores Perros,246,2000,2:34:00,8,257173,R,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City."
tt0032976,Rebecca,247,1940,2:10:00,8.1,150043,Approved,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
tt1454029,The Help,248,2011,2:26:00,8.1,503810,PG-13,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
tt0061512,Cool Hand Luke,249,1967,2:07:00,8,192158,Approved,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform."
tt5323662,A Silent Voice: The Movie,250,2016,2:10:00,8.1,110164,Not Rated,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to make amends."
